,Names,R2 1st Wave,RMSE 1st Wave,MAE 1st Wave,R2 2nd Wave,RMSE 2nd Wave,MAE 2nd Wave,R2 3rd+4th Wave,RMSE 3rd+4th Wave,MAE 3rd+4th Wave,R2 All Data,RMSE All Data,MAE All Data
69,"ARIMAX(1,1,1)",0.8358792321836236,22715.103254442398,1848.7924328577192,0.803548850439661,119220.20958326144,8210.140501555557,0.8462628338472121,29335.35840577209,2437.349449594544,0.87129032020556,300774.0704039398,3749.8199890823726
70,"ARIMAX(1,1,2)",0.8514987634428675,21607.174546592512,1789.1195304133219,0.8053637487239858,118668.22856594659,8171.498206716826,0.8573110018232913,28261.63006087741,2378.228337209819,0.8741100608468656,297461.18251810694,3831.2374847633555
71,"ARIMAX(1,1,3)",0.8638672382265642,20687.798280361494,1782.392447440572,0.8169081563138649,115095.16839824445,8158.59367201594,0.8849983570692369,25371.958085768565,2277.390391054937,0.8879963099567498,280576.2806035708,3863.3336035482657
72,"ARIMAX(1,1,4)",0.9005634666999435,17680.96370739989,1562.7973812138578,0.8260870314829937,112173.06271261185,8050.945150245049,0.8961479636879968,24110.680669836784,2216.251132526859,0.9026961427990245,261516.9342931258,3723.7617747422014
73,"ARIMAX(1,2,1)",0.806758553788246,24648.079426377568,1874.414186456623,0.7631942310287765,130893.69659178428,8634.294575154341,0.8199188327269302,31749.443059388497,2483.70993483633,0.8651748673790148,307836.57353824103,3822.718545601255
74,"ARIMAX(1,2,2)",0.8179251039942251,23925.3324164938,1822.3201523546559,0.7692163528059786,129218.62336100248,8299.29512576016,0.824149913227799,31374.243030937607,2499.741211638268,0.871065550753493,301036.5810938332,3758.6927966790304
75,"ARIMAX(1,2,3)",0.8492777939320767,21768.152250026502,1815.6195778210647,0.8105501387350973,117076.50236595108,8369.727554724248,0.8740871970513706,26548.311750655786,2243.9997643641195,0.8848082953055465,284541.35213752335,3847.807354608288
76,"ARIMAX(1,2,4)",0.8651477760576956,20590.268115426778,1692.9319868007194,0.8187405206247731,114517.78988499766,7984.6764882836815,0.8720094817269552,26766.45533883717,2279.0865347085287,0.882597707130712,287258.6252111037,3843.096965232776
77,"ARX(2,0,0)",0.8158388078441938,24062.015603776308,1892.9608742978394,0.7857528556717124,124503.08556668971,8834.591337335049,0.8315525929232054,30706.769430982233,2455.389920685178,0.8721688378805319,299745.83471718937,3705.7898681036327
78,"ARMAX(2,0,1)",0.8228477764146049,23599.687336491086,1766.7557566812698,0.786004522111998,124429.94000553552,8862.153709919536,0.8362982525049525,30271.129125165342,2478.5427656361635,0.8766620396157069,294430.75283802743,3765.5247405795953
79,"ARMAX(2,0,2)",0.8504346264031822,21684.45319810449,1796.46511705145,0.786162468518004,124384.01172286682,8886.465536729358,0.8551269172588398,28477.10349706879,2415.1504598817155,0.8861083475217717,282931.1308445796,3809.802439156047
80,"ARMAX(2,0,3)",0.8624390359669805,20796.0355231651,1783.4459140356096,0.811828508753812,116680.82926827343,8862.712530841918,0.8557739699871999,28413.43808851603,2380.1780863851823,0.8922231844339144,275231.0722337229,3822.701124748206
